number,title,character,line
8,Star Trek: First Contact,BORG QUEEN,I am the Borg.
8,Star Trek: First Contact,DATA,That is a contradiction. The Borg have a collective consciousness. There are no individuals.
8,Star Trek: First Contact,BORG QUEEN,"I am the beginning, the end, the one who is many."
8,Star Trek: First Contact,BORG QUEEN,I am the Borg.
8,Star Trek: First Contact,DATA,"Greetings. ...I am curious, do you control the Borg collective?"
8,Star Trek: First Contact,BORG QUEEN,You imply disparity where none exists. I am the collective.
8,Star Trek: First Contact,DATA,Perhaps I should rephrase the question. I wish to understand the organizational relationship. Are you their leader?
8,Star Trek: First Contact,BORG QUEEN,I bring order to chaos.
8,Star Trek: First Contact,DATA,"An interesting, if cryptic response."
8,Star Trek: First Contact,BORG QUEEN,"You are in chaos, Data. You are the contradiction. A machine who wishes to be human."
8,Star Trek: First Contact,DATA,"As you seem to know so much about me, you must be aware that I am programd to evolve and better myself."
8,Star Trek: First Contact,BORG QUEEN,We too are on a quest to better ourselves. Evolving toward a state of perfection.
8,Star Trek: First Contact,DATA,Forgive me. The Borg do not evolve. They conquer.
8,Star Trek: First Contact,BORG QUEEN,"By assimilating other beings into our collective, we are bringing them closer to perfection."
8,Star Trek: First Contact,DATA,Somehow I question your motives.
8,Star Trek: First Contact,BORG QUEEN,That is because you haven't been properly ...stimulated yet.
8,Star Trek: First Contact,DATA,"Heh, heh, heh. You have reactivated my emotion chip. ...Why?"
